name,h_index,organization_name,id,publication_num
"Kostitsyn, Vladimir I.",1,Perm State National Research University,211096,10
"Volkhin, Igor L.",2,Perm State National Research University,211098,17
"Dubovtsev, Alexey Yu",9,St. Petersburg State University,211101,26
"Tyumina, Elena A.",5,Russian Academy of Sciences,211103,11
"Putin, Gennadii F.",8,Perm State National Research University,211119,50
"Shumilov, A. V.",2,Perm State National Research University,211123,15
"Chashchina, S. V.",4,Perm State National Research University,211131,17
"Terpugov, Victor Nikolayevich",3,Perm State National Research University,211138,7
"Filimonov, Valeriy O.",6,Ural Federal University,211153,13
"Kuznetsov, Andrey A.",7,Ural Federal University,211164,16
"Kiryanov, D. A.",6,,211190,34
"Rubtsova, Ekaterina V.",5,"RAS - Institute of Ecology and Genetics of Microorganisms, Ural Branch",211199,12
"Savich, A. D.",2,Perm State National Research University,211200,8
"Kazymov, Konstantin P.",3,Perm State National Research University,211204,5
"Siutkina, A. I.",5,Perm State Pharmaceutical Academy,211206,12
"Elkin, Andrey A.",4,"RAS - Institute of Ecology and Genetics of Microorganisms, Ural Branch",211208,9
"Sagitov, R. V.",1,Perm State National Research University,211209,7
"Ivanov, Yaroslav N.",1,Perm State National Research University,211215,5
"Denisova, Elena I.",2,Perm State National Research University,211217,5
"Bubnov, N. V.",4,Perm State National Research University,211218,9
"Merzlyakov, Andrey F.",1,Perm State National Research University,211224,8
"Alexandrova, Tatyana V.",1,Perm State National Research University,211242,4
"Gorbunova, Irina A.",2,Perm State National Research University,211250,4
"Sheshukova, Tatiana G.",1,Perm State National Research University,211264,4
"Khrulev, Aleksey S.",3,Perm State National Research University,211265,5
"Zhdanova, Svetlana Yu",1,Perm State National Research University,211266,4
"Mitrakova, Natalya V.",1,Perm State National Research University,211272,4
"Gershanok, Aleksandr Aleksandrovich",1,Perm State National Research University,211275,4
"Simonov, Pyotr M.",2,Perm State National Research University,211280,6
"Shklyaev, Yu Vu",12,"RAS - Institute of Technical Chemistry, Ural Branch",211284,254
"Kutergina, Galina V.",2,Perm State National Research University,211285,4
"Tararkov, Andrey V.",1,Perm State National Research University,211286,4
"Belokrylov, Maxim E.",2,Perm State National Research University,211291,5
"Rostova, Natalya B.",2,Perm State Pharmaceutical Academy,211297,15
"Zhelnin, Maksim S.",5,RAS - Ural Branch,211300,37
"Poturaev, Petr S.",0,Perm State National Research University,211315,3
"Makhmudov, Ramiz R.",1,Perm State National Research University,211335,3
"Lipin, Dmitriy V.",1,Perm State National Research University,211337,3
"Zhdanov, Maxim Aalexandrovich",1,Perm State National Research University,211338,3
"Skachkova, E. A.",1,Perm State National Research University,211347,3
"Kondyurin, Alexey V.",15,,211367,65
"Bazueva, Elena Valerevna",1,Perm State National Research University,211371,4
"Chudinov, V. S.",2,"RAS - Institute of Continuous Media Mechanics, Ural Branch",211377,17
"Alferova, Tat'jana Viktorovna",4,Perm State National Research University,211397,8
"Zyuzgin, Alexey V.",5,Perm State National Research University,211401,11
"Lanin, D. V.",3,Perm State National Research University,211403,15
"Ovchinnikova, Irina",3,Sechenov First Moscow State Medical University,211404,19
"Kulikov, Andrew Yu",2,Perm State National Research University,211433,5
"Malkov, Nikita A.",1,Perm State National Research University,211434,3
"Isaeva, Galina A.",1,Perm State National Research University,211450,2
"Zhukovskaya, Svetlana L.",0,Perm State National Research University,211462,2
"Zagoruiko, Igor Yurevich",2,Perm State National Research University,211465,2
"Bachurikhin, Vladimir P.",1,Perm State National Research University,211473,3
"Telegina, G. A.",1,Perm State National Research University,211476,3
"Fyodorov, Maksim",1,Perm State National Research University,211506,2
"Chudinova, E. Y.",1,Perm State National Research University,211509,2
"Zharkov, Viktor M.",1,Perm State National Research University,211533,9
"Shchurov, Yu A.",1,Perm State National Research University,211547,9
"Glebov, Grigorii G.",1,"RAS - Institute of Ecology and Genetics of Microorganisms, Ural Branch",211567,2
"Belov, S. V.",0,,211596,2
"Voronova, Ksenia Andreevna",1,Perm State National Research University,211609,2
"Mandrykin, Sergei D.",5,"RAS - Institute of Continuous Media Mechanics, Ural Branch",211612,13
"Ushakov, Vadim Yu",3,Perm State National Research University,211619,6
"Lyubimova, T. P.",0,Perm State National Research University,211623,2
"Belousova, Anna P.",0,Perm State National Research University,211624,2
"Kamenschikov, Oleg Yu",1,Perm State National Research University,211631,2
"Sherban, Marina G.",1,Perm State National Research University,211637,1
"Puzyreva, Liubava O.",0,Perm State National Research University,211638,1
"Gilev, Igor A.",1,Perm State National Research University,211688,1
"Parshakova, Ya Nikolaevna",10,"RAS - Institute of Continuous Media Mechanics, Ural Branch",211689,44
"Zagorodnov, S. Yu",2,,211706,20
"Konkova, M. F.",0,Perm State National Research University,211728,1
"Andrianov, Andrey V.",1,,211747,3
"Svetlakov, Andrei Gennadievich",2,,211761,10
"Burmistrov, Aleksei D.",0,Perm State National Research University,211809,1
"Dobrovlyanina, Olga",1,Perm State National Research University,211815,1
"Antipyev, Anatolii Grigorievich",0,Perm State National Research University,211841,1
"Chernykh, Alexander Vasilyevich",2,Perm State National Research University,211854,12
"Strelnikov, V. N.",10,"RAS - Institute of Technical Chemistry, Ural Branch",211858,80
"Gladysheva, M. M.",0,Perm State National Research University,211869,1
"Alekseev, Vadim B.",3,,211877,39
"Prokhorov, Aleksander Evgenievich",4,RAS - Ural Branch,211883,29
"Kiryanov, Dmitriy А.",1,,211888,12
"Barg, Oleg A.",0,Perm State National Research University,211896,1
"Komarov, Sergei",0,Perm State National Research University,211926,1
"Poroshina, Natalya",1,Perm State National Research University,211937,1
"Khrychikov, Alexander A.",1,Perm State National Research University,211947,1
"Alexandrova, G. A.",2,Perm State National Research University,211973,3
"Tarasova, O. P.",4,Perm State National Research University,211987,10
"Vshivkov, Aleksei Nikolaevich",5,RAS - Ural Branch,212006,39
"Kazimardanov, Maxim G.",2,"RAS - Institute of Continuous Media Mechanics, Ural Branch",212070,5
"Parshina, T. Yu",1,Perm State National Research University,212109,1
"Parkhoma, K. Yu",1,Perm State National Research University,212112,1
"Kozlov, Vjacheslav Vladimirovich",0,Perm State National Research University,212114,1
"Slovikova, Ekaterina",0,Perm State National Research University,212120,1
"Markova, Lubov N.",0,Perm State National Research University,212128,1
"Nikonov, I. P.",0,Perm State National Research University,212132,1
"Poludnitsin, A. N.",1,Perm State National Research University,212135,3
"Ledentsova, Valeria Andreevna",1,Perm State National Research University,212165,1
"Volodina, Y. I.",1,Perm State National Research University,212190,1
"Reutov, Stanislav Ivanovich",1,Perm State National Research University,212198,1
"Okoneshnikova, А.",1,Perm State National Research University,212211,1
"Yazev, P. A.",1,Perm State National Research University,212218,1
"Popov, Vitaliy",1,Perm State National Research University,212226,1
"Molochko, R. A.",1,Perm State National Research University,212230,1
"Zvezdin, Vasiliy N.",4,,212242,9
"Grebnev, M. I.",0,Perm State National Research University,212264,1
"Komarov, Sergei V.",0,Perm State National Research University,212269,1
"Bannikov, Mikhail",8,"RAS - Institute of Continuous Media Mechanics, Ural Branch",212285,44
"Igidov, Nazim M.",10,Perm State Pharmaceutical Academy,212339,67
"Odegova, Tatiana F.",9,Perm State Pharmaceutical Academy,212340,61
"Syropyatov, Boris Ya",6,Russian Ministry of Health,212345,72
"Vikhareva, Elena V.",6,"RAS - Perm Federal Research Center, Ural Branch",212351,21
"Zykova, Svetlana Sergeevna",17,Perm State Pharmaceutical Academy,212352,46
"Belonogova, Valentina D.",2,Perm State Pharmaceutical Academy,212354,10
"Karpenko, Yu N.",2,Perm State Pharmaceutical Academy,212357,7
"Yankin, Andrei N.",8,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",212358,37
"Orlova, Ekaterina V.",2,Perm State Pharmaceutical Academy,212378,6
"Naugol’nykh, Evgeniya A.",1,Russian Ministry of Health,212403,3
"Khrenkov, A. N.",1,Perm State Pharmaceutical Academy,212418,2
"Tumilovich, E. Yu",1,Perm State Pharmaceutical Academy,212434,3
"Mashchenko, P. S.",1,Perm State Pharmaceutical Academy,212440,2
"Gudilina, N. A.",1,Perm State Pharmaceutical Academy,212454,3
"Ponomareva, Y. I.",0,Russian Ministry of Health,212464,1
"Babushkina, E. B.",3,Perm State Pharmaceutical Academy,212477,6
"Gulyayev, D. K.",0,Perm State Pharmaceutical Academy,212478,1
"Kaz'yanin, A. V.",0,Perm State Pharmaceutical Academy,212487,1
"Devyatkin, I. O.",1,Russian Ministry of Health,212501,1
"Plotnikov, A. N.",1,Perm State Pharmaceutical Academy,212506,1
"Devyatkin, I. О.",1,Perm State Pharmaceutical Academy,212507,1
"Molokhova, Y. I.",0,Russian Ministry of Health,212544,1
"Mal'gina, D. Yu",0,Perm State Pharmaceutical Academy,212548,1
"Yakovleva, Ye I.",0,Perm State Pharmaceutical Academy,212552,1
"Dubrovina, S. S.",2,Perm State Pharmaceutical Academy,212562,3
"Babkin, Aleksandr Vasilievich",11,Peter the Great St. Petersburg Polytechnic University,212673,46
"Dobretsov, Roman Y.",8,Peter the Great St. Petersburg Polytechnic University,212863,25
"Dubolazova, Yulia A.",5,Peter the Great St. Petersburg Polytechnic University,212889,23
"Krasyuk, Irina A.",11,Peter the Great St. Petersburg Polytechnic University,212890,23
"Melnikov, Boris",11,Peter the Great St. Petersburg Polytechnic University,212912,40
"Zhitenev, A. I.",5,Peter the Great St. Petersburg Polytechnic University,212921,21
"Petkova, A. P.",4,Peter the Great St. Petersburg Polytechnic University,213173,23
"Radkevich, Mikhail Mikhailovich",3,Peter the Great St. Petersburg Polytechnic University,213178,16
"Goncharova, Natalia",5,Peter the Great St. Petersburg Polytechnic University,213179,14
"Volkov, A. N.",4,Peter the Great St. Petersburg Polytechnic University,213253,12
"Nagorniy, Vladimir S.",3,Peter the Great St. Petersburg Polytechnic University,213333,35
"Chelpanov, Igor B.",5,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",213425,51
"Brunman, V. E.",4,Peter the Great St. Petersburg Polytechnic University,213462,10
"D’yachenko, V. A.",3,Peter the Great St. Petersburg Polytechnic University,213555,9
"Brunman, M. V.",3,Peter the Great St. Petersburg Polytechnic University,213601,9
"Krymov, Sergey M.",6,Peter the Great St. Petersburg Polytechnic University,213680,7
"Ashcheulov, Aleksandr Vitalievich",2,Peter the Great St. Petersburg Polytechnic University,213682,7
"Kolodyazhnyi, D. Yu",2,Peter the Great St. Petersburg Polytechnic University,213779,7
"Ushomirskaya, Ludmila A.",3,Peter the Great St. Petersburg Polytechnic University,213867,6
"Shestopalov, A. A.",3,Peter the Great St. Petersburg Polytechnic University,214300,4
"Romashkina, Aleksandra",3,Peter the Great St. Petersburg Polytechnic University,214304,5
"Zarubin, D. A.",2,Peter the Great St. Petersburg Polytechnic University,215369,2
"Bisyarin, Mikhail A.",8,St. Petersburg State University,217608,44
"Khoroshansky, A. E.",1,Peter the Great St. Petersburg Polytechnic University,218977,1
"Voronov, Roman V.",5,Petrozavodsk State University,219082,23
"Tikhonov, Evgeniy А.",2,Petrozavodsk State University,219089,20
"Voronova, Anna M.",3,Petrozavodsk State University,219129,10
"Dmitrieva, Natalia",0,Petrozavodsk State University,219322,4
"Zekiy, Angelina Olegovna Olegovna",13,Sechenov First Moscow State Medical University,220486,61
"Volkov, Andrey Igorevich",3,,221375,14
"Antonova, N. M.",4,Platov South-Russian State Polytechnic University,224562,17
"Mikheev, Alexander",1,Platov South-Russian State Polytechnic University,225438,1
"Prodanova, Natalia Alekseevna",15,Plekhanov Russian University of Economics,225453,88
"Baluta, V. I.",1,Plekhanov Russian University of Economics,225740,6
"Luzenina, I. N.",2,Ural State University of Railway Transport,226306,4
"Kovalchuk, Svetlana V.",0,Plekhanov Russian University of Economics,226930,1
"Burdin, Vladimir A.",8,Povolzhskiy State University of Telecommunications and Informatics,227952,189
"Zolkin, A. L.",6,Povolzhskiy State University of Telecommunications and Informatics,227953,76
"Dashkov, Michael V.",5,Povolzhskiy State University of Telecommunications and Informatics,227954,47
"Andreev, V. A.",5,Povolzhskiy State University of Telecommunications and Informatics,227957,55
"Nikulina, Tatiana G.",2,Povolzhskiy State University of Telecommunications and Informatics,227966,21
"Alekhin, Ivan N.",2,Povolzhskiy State University of Telecommunications and Informatics,227981,15
"Andreev, Roman V.",2,Povolzhskiy State University of Telecommunications and Informatics,228026,7
"Munister, V. D.",4,Povolzhskiy State University of Telecommunications and Informatics,228111,24
"Buzova, Maria A.",4,Povolzhskiy State University of Telecommunications and Informatics,228125,18
"Tikhonov, V. A.",0,Povolzhskiy State University of Telecommunications and Informatics,228156,1
"Skudnov, V. A.",2,R.Y. Alekseev Nizhny Novgorod State Technical University,231167,49
"Flerov, V. N.",1,R.Y. Alekseev Nizhny Novgorod State Technical University,231424,39
"Krupennikov, V. A.",1,R.Y. Alekseev Nizhny Novgorod State Technical University,231508,3
"Prusov, Yu V.",2,R.Y. Alekseev Nizhny Novgorod State Technical University,231551,14
"Davankov, Vladim A.",33,RAS - A.N. Nesmeyanov Institute of Organoelement Compounds,231765,487
"Pastukhov, Alexander V.",11,RAS - A.N. Nesmeyanov Institute of Organoelement Compounds,231867,55
"Anikina, Lada V.",12,RAS - A.N. Nesmeyanov Institute of Organoelement Compounds,232144,72
"Palatnikov, Mikhail N.",17,Russian Academy of Sciences,239433,315
"Iskhakova, Liudmila D.",14,RAS - General Physics Institute,240615,138
"Koltashev, Vasiliy V.",21,Russian Academy of Sciences,240627,127
"Kosolapov, Alexey F.",21,Russian Academy of Sciences,240670,148
"Tomashuk, Alexander L.",21,Russian Academy of Sciences,240726,87
"Levchenko, Andrei E.",11,Russian Academy of Sciences,240741,63
"Salganskii, Mikhail Yu",16,Russian Academy of Sciences,241083,103
"Karev, Vladimir I.",6,RAS - Institute for Problems in Mechanics,243274,52
"Kovalenko, Yu F.",6,RAS - Institute for Problems in Mechanics,243279,48
"Khimulia, V. V.",1,RAS - Institute for Problems in Mechanics,243363,3
"Nikolai, Shevtsov",1,RAS - Institute for Problems in Mechanics,243476,1
"Volodin, Vladimir Vitalyevich",7,"RAS - Institute of Biology of the Komi Science Centre, Ural Branch",245269,47
"Shirshova, T. I.",4,"RAS - Komi Science Centre, Ural Branch",245344,12
"Beshlei, I. V.",3,"RAS - Komi Science Centre, Ural Branch",245348,7
"Matistov, N. V.",3,"RAS - Institute of Biology of the Komi Science Centre, Ural Branch",245359,6
"Smirnova, A. N.",1,"RAS - Komi Science Centre, Ural Branch",245456,1
"Anshits, A. G.",19,"RAS - Krasnoyarsk Science Center, Siberian Branch",246313,150
"Vereshchagin, Sergey N.",14,"RAS - Institute of Chemistry and Chemical Technology, KSC, Siberian Branch",246315,78
"Kirik, Sergei D.",14,Siberian Federal University,246356,141
"Kirik, Nadezhda P.",6,"RAS - Institute of Chemistry and Chemical Technology, KSC, Siberian Branch",246402,23
"Ryzhkov, Ilya I.",16,"RAS - Institute of Computational Modeling, KSC, Siberian Branch",246599,71
"Uvarov, Sergey Vitalievich",10,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246765,77
"Oborin, V. A.",8,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246766,67
"Sokovikov, Mikhail Al Bertovich",7,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246767,45
"Ledon, Dmitry R.",7,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246769,39
"Bochkarev, Sergey A.",11,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246770,46
"Iziumova, A. Yu",8,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246773,40
"Glot, I. O.",2,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246774,54
"Tsvetkov, R. V.",4,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246775,36
"Chudinov, Vasiliy Valerievich",6,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246776,38
"Sukhanovskii, Andrei",9,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246778,39
"Pavlinov, Alexander M.",7,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246780,27
"Dolgikh, V. M.",5,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246782,28
"Shmyrov, Andrey V.",6,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246783,30
"Nikitiuk, Aleksander S.",2,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246784,19
"Teimurazov, A.",7,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246786,21
"Denisov, Sergey A.",11,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246787,39
"Bannikova, Irina A.",5,Russian Academy of Sciences,246791,18
"Popova, Elena N.",4,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246801,11
"Skul'Skiy, Oleg I.",3,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246804,11
"Mubassarova, Virginia",4,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246807,13
"Slavnov, Evgeny V.",2,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246820,15
"Kuznetsova, Julia L.",2,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246821,5
"Masich, Aleksei G.",3,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246829,4
"Wertgeim, Igor I.",2,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246834,15
"Birikh, Rudolf V.",6,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246836,50
"Senin, Alexander N.",0,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246848,2
"Naymark, O. B.",1,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246852,2
"Nikulin, L. V.",3,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246855,33
"Shakirov, N. V.",1,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246875,7
"Nikitin, Dmitriy A.",2,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246880,4
"Oschepkov, V. O.",1,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246888,1
"Matveenko, B. P.",1,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246889,1
"Ivan, Panteleev",1,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246906,1
"Liubimova, T. P.",0,"RAS - Institute of Continuous Media Mechanics, Ural Branch",246911,1
"Chugunov, Denis P.",1,Russian Academy of Sciences,246925,2
"Rezchikov, Alexander F.",8,RAS - Institute of Control Sciences,246985,53
"Smirnova, Galina V.",16,"RAS - Institute of Ecology and Genetics of Microorganisms, Ural Branch",249028,84
"Lemkina, Larisa M.",6,"RAS - Institute of Ecology and Genetics of Microorganisms, Ural Branch",249030,40
"Muzyka, Nadezhda G.",13,"RAS - Institute of Ecology and Genetics of Microorganisms, Ural Branch",249033,39
"Bezmaternykh, Kseniya V.",2,"RAS - Institute of Ecology and Genetics of Microorganisms, Ural Branch",249038,9
"Ovechkina, G. V.",5,"RAS - Institute of Ecology and Genetics of Microorganisms, Ural Branch",249041,21
"Mukhutdinova, Anna N.",3,"RAS - Institute of Ecology and Genetics of Microorganisms, Ural Branch",249059,3
"Rychkova, M. I.",4,RAS - Ural Branch,249061,8
"Richkova, M. I.",2,"RAS - Institute of Ecology and Genetics of Microorganisms, Ural Branch",249063,3
"Shilov, Jurii I.",4,"RAS - Institute of Immunology and Physiology, Ural Branch",249078,27
"Tolmacheva, Irina A.",12,Russian Academy of Sciences,249080,51
"Shilov, Stanislav Y.",0,"RAS - Institute of Ecology and Genetics of Microorganisms, Ural Branch",249083,1
"Tatarkin, Aleksandr Ivanovich",9,Russian Academy of Sciences,249215,38
"Akberdina, Victoria",6,"RAS - Institute of Economics, Ural Branch",249219,25
"Kozlova, Olga A.",4,Ural Federal University,249225,19
"Naumov, Ilya V.",3,"RAS - Institute of Economics, Ural Branch",249230,16
"Doroshenko, Svetlana Viktorovna",3,"RAS - Institute of Economics, Ural Branch",249231,14
"Makarova, Mariya N.",4,Russian Academy of Sciences,249257,8
"Grebenkin, Anatoliy Viktorovich",2,"RAS - Institute of Economics, Ural Branch",249259,8
"Bedrina, Ye B.",2,Ural Federal University,249314,4
"Pytkin, Alexander Nikolaevich",2,Russian Academy of Sciences,249329,4
"Mamaev, Alexander S.",7,"RAS - Institute of Electrophysics, Ural Branch",249480,14
"Gorkunov, Eduard S.",12,"RAS - Institute of Engineering Science, Ural Branch",249646,338
"Zadvorkin, Sergey M.",10,RAS - Ural Branch,249647,126
"Savrai, R. A.",12,"RAS - Institute of Engineering Science, Ural Branch",249651,58
"Soboleva, Natalia N.",7,Ural Federal University,249660,31
"Subachev, Yu. V.",4,"RAS - Institute of Engineering Science, Ural Branch",249714,13
"Konovalov, S.",23,Siberian State Industrial University,250612,331
"Antonov, Boris D.",7,"RAS - Institute of High Temperature Electrochemistry, Ural Branch",250793,30
"Ulitko, Maria V.",5,Ural Federal University,251717,29
"Sukhikh, Arkadiy A.",2,"RAS - Udmurt Federal Research Center, Ural Branch",252106,11
"Biały, Witold",7,,252117,30
"Novokshonov, Dmitrij Nikolaevich",2,,252120,3
"Borisova, Kristina Eduarovna",1,RAS - Ural Branch,252137,2
"Sannikov, I. N.",0,RAS - Ural Branch,252138,1
"Lad'yanov, V. I.",13,"RAS - Physical-Technical Institute, Ural Branch",252150,153
"Dmitriev, Andrey N.",7,"RAS - Institute of Metallurgy, Ural Branch",252161,84
"Krasikov, Sergey A.V.",5,"RAS - Institute of Metallurgy, Ural Branch",252170,57
"Upolovnikova, Alena G.",3,"RAS - Institute of Metallurgy, Ural Branch",252173,38
"Ryabov, V. V.",3,"RAS - Institute of Metallurgy, Ural Branch",252180,37
"Vedmid, L. B.",8,Ural Federal University,252181,92
"Zhilina, E. M.",3,"RAS - Institute of Metallurgy, Ural Branch",252195,21
"Agafonov, Sergei N.",3,"RAS - Institute of Metallurgy, Ural Branch",252219,14
"Chentsov, V. P.",5,"RAS - Institute of Metallurgy, Ural Branch",252221,39
"Istomin, S. A.",4,Russian Academy of Sciences,252222,62
"Zhidovinova, S. V.",5,"RAS - Institute of Metallurgy, Ural Branch",252226,29
"Krashaninin, V. A.",2,"RAS - Institute of Metallurgy, Ural Branch",252231,32
"Kontsevoi, Yu V.",3,"RAS - Institute of Metallurgy, Ural Branch",252246,29
"Ignat'ev, I. É.",3,Russian Academy of Sciences,252265,23
"Ponomarenko, A. A.",4,Russian Academy of Sciences,252308,9
"Bulanov, V. Ya",3,"RAS - Institute of Metallurgy, Ural Branch",252326,51
"Shilovskikh, V. V.",11,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",252380,87
"Petrenko, Tatiana V.",6,"RAS - Institute of Petroleum Chemistry, Siberian Branch",253185,38
"Ogorodnikov, Vladimir D.",10,"RAS - Institute of Petroleum Chemistry, Siberian Branch",253210,51
"Kushnikov, Vadim A.",6,RAS - Saratov Scientific Center,254085,50
"Ivaschenko, Vladimir A.",6,RAS - Institute of Precision Mechanics and Control,254087,38
"Pankratov, Vladimir M.",6,RAS - Institute of Precision Mechanics and Control,254093,47
"Golikov, Alexey V.",4,RAS - Institute of Precision Mechanics and Control,254094,34
"Dzhashitov, Victor E.",6,RAS - Institute of Precision Mechanics and Control,254107,35
"Aliev, Zainutdin G.",13,RAS - Institute of Problems of Chemical Physics,254234,177
"Antonova, Olga V.",12,"RAS - Mikheev Institute of Metal Physics, Ural Branch",256159,81
"Zhilyaev, V. A.",1,"RAS - Institute of Solid State Chemistry, Ural Branch",256297,33
"Orlova, Dina V.",7,"RAS - Institute of Strength Physics and Materials Science, Siberian Branch",257008,46
"Ploskov, Nikita A.",2,"RAS - Institute of Strength Physics and Materials Science, Siberian Branch",257207,8
"Solonenko, Oleg Pavlovich",13,"RAS - Khristianovich Institute of Theoretical and Applied Mechanics, Siberian Branch",257430,65
"Grishko, V. V.",14,"RAS - Institute of Technical Chemistry, Ural Branch",257684,105
"Valtsifer, Viktor A.",10,"RAS - Institute of Technical Chemistry, Ural Branch",257685,79
"Kiselkov, D. M.",5,RAS - Ural Branch,257686,47
"Konovalova, Valeriya V.",4,"RAS - Institute of Technical Chemistry, Ural Branch",257695,20
"Astaf’eva, S. A.",4,"RAS - Institute of Technical Chemistry, Ural Branch",257696,28
"Borisova, Irina A.",5,"RAS - Perm Federal Research Center, Ural Branch",257702,28
"Reshetova, Elena N.",6,RAS - Ural Branch,257707,15
"Vnutskikh, Zh A.",5,"RAS - Institute of Technical Chemistry, Ural Branch",257710,22
"Vikharev, Yu B.",11,Russian Academy of Sciences,257713,33
"Gorbunov, Alexey A.",5,"RAS - Institute of Technical Chemistry, Ural Branch",257714,13
"Lebedeva, E. A.",2,"RAS - Perm Federal Research Center, Ural Branch",257715,11
"Karmanov, Valery I.",6,"RAS - Institute of Technical Chemistry, Ural Branch",257719,53
"Voronina, Anna O.",1,"RAS - Institute of Technical Chemistry, Ural Branch",257723,7
"Istomina, T. S.",2,"RAS - Institute of Technical Chemistry, Ural Branch",257725,6
"Beloglazova, Yu A.",1,"RAS - Institute of Technical Chemistry, Ural Branch",257728,5
"Trukhinov, D. K.",2,"RAS - Institute of Technical Chemistry, Ural Branch",257729,5
"Rozdyalovskaya, Tatyana A.",3,"RAS - Institute of Technical Chemistry, Ural Branch",257731,10
"Yakushev, R. M.",5,"RAS - Institute of Technical Chemistry, Ural Branch",257733,15
"Saenko, Ekaterina",4,"RAS - Institute of Technical Chemistry, Ural Branch",257735,10
"Chekryshkin, Yu S.",5,"RAS - Institute of Technical Chemistry, Ural Branch",257743,37
"Petrovykh, A. P.",4,Russian Academy of Sciences,257744,6
"Yakusheva, Dina E.",5,"RAS - Institute of Technical Chemistry, Ural Branch",257747,8
"Fedorov, Anatoly A.",4,"RAS - Institute of Technical Chemistry, Ural Branch",257764,27
"El’chishcheva, N. V.",0,"RAS - Institute of Technical Chemistry, Ural Branch",257778,2
"Gorbunov, Aleksei",1,,257800,1
"Gorbunov, Aleksey A.",0,"RAS - Institute of Technical Chemistry, Ural Branch",257807,1
"Tolstikov, Aleksander G.",18,Russian Academy of Sciences,257824,167
"Krasilin, Andrei A.",11,RAS - Ioffe Physico Technical Institute,258701,53
"Tolmachev, Vladimir A.",16,RAS - Ioffe Physico Technical Institute,258739,117
"Ravilov, R. Kh",2,,262463,9
"Aleksandrov, Grigorii G.",23,RAS - Kurnakov Institute of General and Inorganic Chemistry,265833,507
"Anisimov, Alexander G.",11,"RAS - Lavrentyev Institute of Hydrodynamics, Siberian Branch",266605,54
"Yakovlev, I. V.",4,"RAS - Lavrentyev Institute of Hydrodynamics, Siberian Branch",266729,43
"Yakovleva, Irina L.",13,"RAS - Mikheev Institute of Metal Physics, Ural Branch",267748,226
"Volkov, A. Yu",11,"RAS - Mikheev Institute of Metal Physics, Ural Branch",267759,97
"Schästlivtsev, Vadim M.",13,"RAS - Mikheev Institute of Metal Physics, Ural Branch",267776,272
"Talantsev, Evgueni F.",23,"RAS - Mikheev Institute of Metal Physics, Ural Branch",267789,138
"Kaletina, Yu V.",8,"RAS - Mikheev Institute of Metal Physics, Ural Branch",267807,68
"Kaletin, A. Yu",5,Ural Federal University,267912,41
"Gorbachev, Igor I.",12,"RAS - Mikheev Institute of Metal Physics, Ural Branch",267944,29
"Novikova, Oksana S.",6,"RAS - Mikheev Institute of Metal Physics, Ural Branch",267954,16
"Komkova, Dar'ya A.",5,"RAS - Mikheev Institute of Metal Physics, Ural Branch",267956,14
"Korobov, Yu S.",5,"RAS - Mikheev Institute of Metal Physics, Ural Branch",267972,46
"Pasynkov, A. Yu",7,"RAS - Mikheev Institute of Metal Physics, Ural Branch",268005,11
"Glukhov, Andrey V.",2,"RAS - Mikheev Institute of Metal Physics, Ural Branch",268011,10
"Shcherbinin, V. E.",6,"RAS - Mikheev Institute of Metal Physics, Ural Branch",268037,126
"Shleenkov, A. S.",4,"RAS - Mikheev Institute of Metal Physics, Ural Branch",268053,49
"Kostina, A. E.",2,"RAS - Mikheev Institute of Metal Physics, Ural Branch",268084,7
